Session Date,Player Name,Energy,Sleep Quality,Stress,Soreness,Total Score
09/07/2022,Samy,6,7,5,6,24
09/09/2022,Samy,5,7,4,4,20
09/12/2022,Samy,5,6,7,8,26
9/16/2022,Samy,6,5,7,6,24
9/19/2022,Samy,6,5,8,3,22
9/21/2022,Samy,6,8,5,8,27
9/22/2022,Samy,5,7,5,5,22
9/26/2022,Samy,8,5,7,9,29
9/29/2022,Samy,7,6,8,7,28
9/30/2022,Samy,6,7,4,4,21
8/29/2022,Majed,7,7,7,7,28
09/01/2022,Majed,7,7,7,7,28
09/02/2022,Majed,7,7,7,7,28
09/03/2022,Majed,7,7,7,7,28
09/04/2022,Majed,7,7,7,7,28
09/06/2022,Majed,6,6,5,7,24
09/07/2022,Majed,7,7,7,7,28
09/08/2022,Majed,7,7,7,7,28
09/09/2022,Majed,7,7,7,7,28
09/12/2022,Majed,7,7,7,7,28
9/14/2022,Majed,7,7,7,6,27
9/15/2022,Majed,7,7,7,7,28
9/16/2022,Majed,7,7,7,7,28
9/18/2022,Majed,7,7,7,7,28
9/19/2022,Majed,7,7,7,7,28
9/22/2022,Majed,7,7,7,6,27
9/26/2022,Majed,7,7,7,7,28
9/27/2022,Majed,7,7,7,7,28
9/28/2022,Majed,7,7,7,7,28
9/29/2022,Majed,7,7,7,7,28
8/29/2022,Youssef,8,8,8,8,32
09/01/2022,Youssef,8,8,8,8,32
09/02/2022,Youssef,7,8,8,8,31
09/03/2022,Youssef,8,8,8,8,32
09/04/2022,Youssef,8,8,8,8,32
09/06/2022,Youssef,7,7,7,7,28
09/07/2022,Youssef,8,8,8,8,32
09/08/2022,Youssef,8,8,8,8,32
09/09/2022,Youssef,8,8,8,8,32
09/12/2022,Youssef,8,8,8,8,32
9/14/2022,Youssef,6,7,7,6,26
9/15/2022,Youssef,7,7,7,7,28
9/16/2022,Youssef,7,7,7,7,28
9/18/2022,Youssef,7,7,7,7,28
9/19/2022,Youssef,7,8,7,7,29
9/21/2022,Youssef,5,7,7,6,25
9/22/2022,Youssef,7,7,7,7,28
9/26/2022,Youssef,7,8,8,8,31
9/27/2022,Youssef,8,8,8,5,29
9/28/2022,Youssef,7,7,7,7,28
9/29/2022,Youssef,7,7,7,7,28
9/30/2022,Youssef,7,7,7,7,28
8/29/2022,Hassan,9,8,9,9,35
09/01/2022,Hassan,8,9,10,8,35
09/02/2022,Hassan,8,8,10,9,35
09/03/2022,Hassan,9,9,10,7,35
09/04/2022,Hassan,9,8,10,9,36
09/06/2022,Hassan,8,8,10,8,34
09/07/2022,Hassan,8,9,10,8,35
09/08/2022,Hassan,9,9,10,9,37
09/09/2022,Hassan,9,9,10,10,38
09/12/2022,Hassan,9,9,10,10,38
9/13/2022,Hassan,10,8,10,10,38
9/14/2022,Hassan,10,10,10,9,39
9/15/2022,Hassan,10,10,10,10,40
9/16/2022,Hassan,10,9,10,9,38
9/29/2022,Hassan,8,6,10,9,33
09/06/2022,Tariq,8,8,9,7,32
09/07/2022,Tariq,7,8,10,7,32
09/12/2022,Tariq,8,9,9,7,33
9/18/2022,Tariq,6,9,10,6,31
9/19/2022,Tariq,8,8,9,7,32
9/21/2022,Tariq,7,9,9,7,32
8/29/2022,Nabil,6,8,10,8,32
09/01/2022,Nabil,5,9,10,6,30
09/02/2022,Nabil,7,8,10,7,32
09/03/2022,Nabil,7,9,10,6,32
09/04/2022,Nabil,6,8,10,7,31
09/06/2022,Nabil,6,8,10,6,30
09/07/2022,Nabil,7,9,9,7,32
09/08/2022,Nabil,7,8,10,7,32
09/09/2022,Nabil,7,9,10,6,32
09/12/2022,Nabil,7,8,10,6,31
9/14/2022,Nabil,5,9,10,6,30
9/15/2022,Nabil,5,7,10,6,28
9/18/2022,Nabil,7,8,10,6,31
9/19/2022,Nabil,6,7,9,7,29
9/21/2022,Nabil,7,8,9,7,31
9/22/2022,Nabil,7,8,9,6,30
9/26/2022,Nabil,7,8,8,6,29
9/27/2022,Nabil,7,8,8,7,30
9/28/2022,Nabil,7,9,9,6,31
9/29/2022,Nabil,7,8,9,7,31
9/30/2022,Nabil,7,7,9,6,29
8/29/2022,Karim,7,9,8,7,31
09/01/2022,Karim,8,10,8,7,33
09/02/2022,Karim,8,9,9,7,33
09/03/2022,Karim,8,9,8,6,31
09/04/2022,Karim,8,9,9,8,34
09/06/2022,Karim,7,8,9,6,30
09/07/2022,Karim,8,9,9,6,32
09/08/2022,Karim,8,10,9,7,34
09/09/2022,Karim,9,8,9,6,32
09/12/2022,Karim,9,9,10,8,36
9/13/2022,Karim,8,9,9,8,34
9/14/2022,Karim,7,7,9,7,30
9/15/2022,Karim,9,9,9,8,35
9/16/2022,Karim,9,8,9,8,34
9/18/2022,Karim,7,7,10,8,32
9/19/2022,Karim,8,8,9,8,33
9/21/2022,Karim,6,5,9,7,27
9/22/2022,Karim,9,9,8,8,34
9/26/2022,Karim,8,8,9,8,33
9/27/2022,Karim,9,10,10,8,37
9/28/2022,Karim,8,7,9,6,30
9/29/2022,Karim,7,8,9,7,31
9/30/2022,Karim,8,9,9,7,33
8/29/2022,Rami,10,10,10,10,40
09/01/2022,Rami,10,10,10,10,40
09/02/2022,Rami,10,10,10,8,38
09/04/2022,Rami,10,10,10,10,40
09/06/2022,Rami,7,2,10,7,26
09/07/2022,Rami,10,10,10,8,38
09/08/2022,Rami,10,10,6,8,34
09/09/2022,Rami,10,10,10,8,38
09/12/2022,Rami,10,10,10,10,40
9/14/2022,Rami,10,10,10,8,38
9/15/2022,Rami,10,10,10,10,40
9/16/2022,Rami,10,10,10,10,40
9/22/2022,Rami,10,10,10,10,40
9/27/2022,Rami,10,10,10,8,38
9/28/2022,Rami,10,10,10,7,37
9/29/2022,Rami,10,10,10,10,40
8/29/2022,Adel,6,5,7,6,24
09/01/2022,Adel,7,9,7,6,29
09/02/2022,Adel,7,6,6,5,24
09/03/2022,Adel,7,8,6,6,27
09/04/2022,Adel,7,7,6,6,26
09/06/2022,Adel,7,7,6,5,25
09/07/2022,Adel,6,7,6,6,25
09/08/2022,Adel,7,6,6,5,24
09/09/2022,Adel,7,7,6,6,26
09/12/2022,Adel,7,8,6,8,29
9/14/2022,Adel,6,7,6,3,22
9/15/2022,Adel,6,7,6,4,23
9/18/2022,Adel,4,5,3,4,16
9/19/2022,Adel,5,6,5,4,20
9/21/2022,Adel,7,5,6,7,25
9/22/2022,Adel,7,8,6,8,29
9/26/2022,Adel,8,7,6,7,28
9/27/2022,Adel,6,6,6,7,25
9/28/2022,Adel,7,9,6,6,28
9/29/2022,Adel,7,8,6,6,27
9/30/2022,Adel,7,7,6,4,24
09/04/2022,Mahmoud,7,7,8,7,29
09/06/2022,Mahmoud,5,5,6,8,24
09/07/2022,Mahmoud,5,5,7,9,26
09/08/2022,Mahmoud,6,7,7,8,28
09/09/2022,Mahmoud,7,8,7,9,31
09/12/2022,Mahmoud,6,8,6,9,29
9/16/2022,Mahmoud,7,7,7,8,29
9/18/2022,Mahmoud,8,7,7,9,31
9/21/2022,Mahmoud,6,7,6,9,28
8/29/2022,Fahad,8,8,9,9,34
09/01/2022,Fahad,9,10,9,9,37
09/02/2022,Fahad,9,8,9,9,35
09/03/2022,Fahad,9,7,8,9,33
09/04/2022,Fahad,9,9,10,9,37
09/06/2022,Fahad,9,8,9,9,35
09/07/2022,Fahad,9,9,9,7,34
09/08/2022,Fahad,9,8,9,9,35
09/09/2022,Fahad,9,10,9,10,38
09/12/2022,Fahad,9,10,9,10,38
9/13/2022,Fahad,8,8,9,9,34
9/14/2022,Fahad,9,9,9,10,37
9/15/2022,Fahad,9,7,9,9,34
9/16/2022,Fahad,9,9,9,10,37
9/29/2022,Fahad,8,9,8,9,34
8/29/2022,Khalil,7,6,8,8,29
09/01/2022,Khalil,8,7,9,7,31
09/02/2022,Khalil,7,6,7,7,27
09/03/2022,Khalil,7,6,8,8,29
09/04/2022,Khalil,8,7,8,8,31
09/06/2022,Khalil,6,6,8,6,26
09/07/2022,Khalil,7,7,8,7,29
09/08/2022,Khalil,7,6,8,8,29
09/09/2022,Khalil,8,8,8,6,30
9/13/2022,Khalil,6,7,7,8,28
9/14/2022,Khalil,8,8,8,8,32
9/16/2022,Khalil,7,6,7,8,28
9/18/2022,Khalil,7,7,8,7,29
9/19/2022,Khalil,7,7,7,8,29
9/21/2022,Khalil,6,6,7,6,25
9/26/2022,Khalil,8,7,9,9,33
9/27/2022,Khalil,8,8,8,7,31
9/28/2022,Khalil,8,7,8,7,30
9/29/2022,Khalil,8,8,8,8,32
9/30/2022,Khalil,8,7,8,8,31
8/29/2022,Bassel,7,7,8,8,30
8/29/2022,Walid,8,8,9,9,34
09/01/2022,Walid,7,8,9,8,32
09/02/2022,Walid,6,6,9,7,28
09/03/2022,Walid,7,8,9,6,30
09/04/2022,Walid,7,6,9,9,31
09/06/2022,Walid,7,7,9,9,32
09/07/2022,Walid,7,7,9,8,31
09/08/2022,Walid,8,9,9,9,35
09/09/2022,Walid,8,8,9,9,34
09/12/2022,Walid,7,8,7,9,31
9/14/2022,Walid,7,7,8,7,29
9/15/2022,Walid,7,6,9,9,31
9/16/2022,Walid,7,8,9,9,33
9/19/2022,Walid,7,7,9,8,31
9/22/2022,Walid,7,7,8,7,29
9/26/2022,Walid,7,6,9,8,30
9/27/2022,Walid,7,9,9,8,33
9/28/2022,Walid,7,9,8,7,31
9/29/2022,Walid,7,7,8,7,29
9/30/2022,Walid,7,8,9,7,31
09/01/2022,Ali,10,10,10,9,39
09/02/2022,Ali,10,10,10,9,39
09/03/2022,Ali,9,9,9,9,36
09/06/2022,Ali,10,10,10,9,39
09/07/2022,Ali,10,10,10,9,39
09/08/2022,Ali,10,10,10,9,39
09/09/2022,Ali,10,10,10,9,39
09/12/2022,Ali,10,10,10,10,40
9/14/2022,Ali,10,10,10,8,38
9/15/2022,Ali,10,10,10,9,39
9/16/2022,Ali,10,10,10,9,39
9/18/2022,Ali,10,10,10,9,39
9/19/2022,Ali,10,10,10,9,39
9/21/2022,Ali,10,10,10,8,38
9/22/2022,Ali,10,10,10,8,38
9/26/2022,Ali,10,10,10,8,38
9/27/2022,Ali,10,10,10,8,38
9/28/2022,Ali,10,10,10,9,39
9/30/2022,Ali,10,10,10,9,39
09/07/2022,Khalid,7,7,7,7,28
09/08/2022,Khalid,7,7,7,7,28
09/09/2022,Khalid,7,8,6,7,28
09/12/2022,Khalid,9,7,8,8,32
9/15/2022,Khalid,8,8,8,8,32
9/16/2022,Khalid,8,7,8,8,31
9/18/2022,Khalid,6,7,7,7,27
9/19/2022,Khalid,7,6,8,7,28
9/21/2022,Khalid,8,7,8,8,31
9/22/2022,Khalid,7,7,8,8,30
9/26/2022,Khalid,8,7,8,8,31
9/27/2022,Khalid,7,7,7,5,26
9/28/2022,Khalid,7,8,8,5,28
9/29/2022,Khalid,7,7,7,6,27
9/30/2022,Khalid,7,8,8,7,30
8/29/2022,Jamal,7,7,4,6,24
09/01/2022,Jamal,9,8,9,7,33
09/02/2022,Jamal,8,7,8,7,30
09/04/2022,Jamal,8,8,8,7,31
09/06/2022,Jamal,7,7,8,8,30
09/07/2022,Jamal,8,8,8,9,33
09/08/2022,Jamal,8,8,8,8,32
09/09/2022,Jamal,8,8,8,8,32
9/13/2022,Jamal,8,8,8,8,32
9/14/2022,Jamal,8,8,8,7,31
9/15/2022,Jamal,8,8,8,8,32
9/16/2022,Jamal,8,9,8,7,32
9/18/2022,Jamal,7,8,7,7,29
9/19/2022,Jamal,8,8,8,8,32
9/21/2022,Jamal,7,8,8,7,30
9/22/2022,Jamal,8,8,8,7,31
9/26/2022,Jamal,9,8,8,9,34
9/27/2022,Jamal,8,8,8,7,31
9/28/2022,Jamal,8,8,8,7,31
9/29/2022,Jamal,8,8,8,7,31
8/29/2022,Anas,8,8,8,7,31
09/01/2022,Anas,9,8,7,8,32
09/02/2022,Anas,8,8,8,8,32
09/03/2022,Anas,8,8,8,8,32
09/04/2022,Anas,9,9,8,9,35
09/06/2022,Anas,8,8,8,7,31
09/07/2022,Anas,8,8,8,8,32
09/08/2022,Anas,7,8,8,6,29
09/09/2022,Anas,8,8,8,8,32
09/12/2022,Anas,10,10,9,9,38
9/13/2022,Anas,9,8,8,8,33
9/14/2022,Anas,7,8,8,7,30
9/15/2022,Anas,8,7,8,8,31
9/16/2022,Anas,8,8,8,7,31
9/18/2022,Anas,8,8,8,7,31
9/29/2022,Rashid,9,9,9,7,34
8/29/2022,Rashid,7,9,8,7,31
09/01/2022,Rashid,8,10,8,7,33
09/02/2022,Rashid,8,9,9,7,33
09/03/2022,Rashid,8,9,8,6,31
09/04/2022,Rashid,8,9,9,8,34
09/06/2022,Rashid,7,8,9,6,30
09/07/2022,Rashid,8,9,9,6,32
09/08/2022,Rashid,8,10,9,7,34
09/09/2022,Rashid,9,8,9,6,32
09/12/2022,Rashid,9,9,10,8,36
9/13/2022,Rashid,8,9,9,8,34
9/14/2022,Rashid,7,7,9,7,30
9/15/2022,Rashid,9,9,9,8,35
9/16/2022,Rashid,9,8,9,8,34
9/18/2022,Rashid,7,7,10,8,32
9/19/2022,Rashid,8,8,9,8,33
9/21/2022,Rashid,6,5,9,7,27
9/22/2022,Rashid,9,9,8,8,34
9/26/2022,Rashid,8,8,9,8,33
9/27/2022,Rashid,9,10,10,8,37
9/28/2022,Rashid,8,7,9,6,30
9/29/2022,Rashid,7,8,9,7,31
9/30/2022,Rashid,8,9,9,7,33
